B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.14190913730000002,0.0,0.14190913730000002,0.0,0.0,0.1260460251,0.1381818182,0.0,0.0,0.0,0.1460674157,0.1468030691,0.1383358857,0.1388463502,0.0,0.1378958121,0.14453524,0.0,0.1460615545,0.1327207759,0.1373149566,0.0
0.0,0.0,0.0,0.1442986882,0.1417759839,0.14913232099999998,0.0,0.0,0.1386036961,0.0,0.0,0.1455108359,0.0,0.0,0.1382441978,0.0,0.13831398279999998,0.1378091873,0.14437152949999998,0.1502079002,0.0,0.1331987891,0.0,0.1600651112
0.14190913730000002,0.0,0.0,0.0100806452,0.0977822581,0.0,0.0459363958,0.0,0.0,0.0644654088,0.0726429675,0.0731958763,0.0892586989,0.0888888889,0.0,0.0892137097,0.0892586989,0.0,0.0,0.0929387331,0.0942327497,0.1456653226,0.0,0.1533875339
0.0,0.1442986882,0.0100806452,0.0,0.0977822581,0.1045503792,0.0,0.0,0.061025641,0.0613207547,0.0705821741,0.0711340206,0.0892586989,0.0888888889,0.0,0.0897177419,0.0,0.0897629854,0.0943015633,0.0919003115,0.0,0.0,0.140625,0.1528455285
0.14190913730000002,0.1417759839,0.0977822581,0.0977822581,0.0,0.0390032503,0.0,0.07537429009999999,0.0917948718,0.0885744235,0.0973724884,0.0,0.0,0.0,0.0816532258,0.0,0.0,0.0821986889,0.0,0.0903426791,0.0926879506,0.0,0.0,0.1517615176
0.0,0.14913232099999998,0.0,0.1045503792,0.0390032503,0.0,0.1014650027,0.08698060939999999,0.0976821192,0.0943502825,0.1064891847,0.0,0.0,0.0890336591,0.0888407367,0.0,0.0,0.0883468835,0.0,0.0933040615,0.0997782705,0.0,0.139219935,0.0
0.0,0.0,0.0459363958,0.0,0.0,0.1014650027,0.0,0.0127811861,0.0642013354,0.0,0.0779153767,0.0784718637,0.0915457729,0.0,0.0926853707,0.0,0.0924242424,0.0924242424,0.096048024,0.0,0.1005673027,0.1495,0.132,0.1569048898
0.1260460251,0.0,0.0,0.0,0.07537429009999999,0.08698060939999999,0.0127811861,0.0,0.0546505518,0.0537345513,0.0,0.0,0.0,0.0747567844,0.074795082,0.0751533742,0.07644628099999999,0.0754132231,0.0803069054,0.079787234,0.0839050132,0.1370143149,0.1242331288,0.0
0.1381818182,0.1386036961,0.0,0.061025641,0.0917948718,0.0976821192,0.0642013354,0.0546505518,0.0,0.0,0.0,0.0628865979,0.085171883,0.0,0.0866666667,0.0,0.0,0.0866666667,0.0903027193,0.0908141962,0.0906282183,0.0,0.0,0.0
0.0,0.0,0.0644654088,0.0613207547,0.0885744235,0.0943502825,0.0,0.0537345513,0.0,0.0,0.0609563847,0.0615141956,0.0828526481,0.0,0.0833333333,0.0833333333,0.0,0.0838574423,0.08752620550000001,0.0885805763,0.0892857143,0.0,0.1367924528,0.158281515
0.0,0.0,0.0726429675,0.0705821741,0.0973724884,0.1064891847,0.0779153767,0.0,0.0,0.0609563847,0.0,0.0,0.08505154640000001,0.0846670108,0.0808861412,0.0808861412,0.0834621329,0.0844925296,0.0881443299,0.0875721028,0.0901597115,0.1535291087,0.1447707367,0.1509433962
0.0,0.1455108359,0.0731958763,0.0711340206,0.0,0.0,0.0784718637,0.0,0.0628865979,0.0615141956,0.0,0.0,0.0,0.0852272727,0.08144329900000001,0.0,0.0840206186,0.08505154640000001,0.0,0.0881427072,0.0891752577,0.1536082474,0.1453608247,0.1515824542
0.1460674157,0.0,0.0892586989,0.0892586989,0.0,0.0,0.0915457729,0.0,0.085171883,0.0828526481,0.08505154640000001,0.0,0.0,0.0,0.0,0.0484515485,0.0,0.0489404642,0.0,0.0498701299,0.0,0.0,0.1488511489,0.0
0.1468030691,0.0,0.0888888889,0.0888888889,0.0,0.0890336591,0.0,0.0747567844,0.0,0.0,0.0846670108,0.0852272727,0.0,0.0,0.0481203008,0.048024012000000005,0.0,0.0495199596,0.0515257629,0.0504682622,0.0,0.0,0.1475737869,0.1543010753
0.1383358857,0.1382441978,0.0,0.0,0.0816532258,0.0888407367,0.0926853707,0.074795082,0.0866666667,0.0833333333,0.0808861412,0.08144329900000001,0.0,0.0481203008,0.0,0.0,0.0105900151,0.0,0.0520520521,0.0508826584,0.0602471679,0.1430715358,0.1350675338,0.15053763439999998
